Codice Ripartizione geografica,Codice Regione,Codice Provincia/Uts,Codice Comune,Comune,Targa,Capoluogo di Provincia/Uts,Capoluogo di Regione,Superficie (Kmq),Anno,Popolazione
1,3,215,15249,Vanzaghello,MI,False,False,5.563,2024,5375
1,3,215,15250,Baranzate,MI,False,False,2.7721,2024,11970
1,3,215,15251,Vermezzo con Zelo,MI,False,False,10.7367,2024,5994
1,3,16,16001,Adrara San Martino,BG,False,False,12.6054,2024,2199
1,3,16,16002,Adrara San Rocco,BG,False,False,9.2249,2024,815
1,3,16,16003,Albano Sant'Alessandro,BG,False,False,5.3529,2024,8278
1,3,16,16004,Albino,BG,False,False,31.8066,2024,17567
1,3,16,16005,Almè,BG,False,False,2.0002,2024,5527
1,3,16,16006,Almenno San Bartolomeo,BG,False,False,10.6065,2024,6551
1,3,16,16007,Almenno San Salvatore,BG,False,False,4.7304,2024,5502
1,3,16,16008,Alzano Lombardo,BG,False,False,13.6844,2024,13439
1,3,16,16009,Ambivere,BG,False,False,3.2753,2024,2343
1,3,16,16010,Antegnate,BG,False,False,9.7269,2024,3324
1,3,16,16011,Arcene,BG,False,False,4.3472,2024,5033
1,3,16,16012,Ardesio,BG,False,False,54.4366,2024,3252
1,3,16,16013,Arzago d'Adda,BG,False,False,9.3077,2024,2761
1,3,16,16014,Averara,BG,False,False,10.6932,2024,178
1,3,16,16015,Aviatico,BG,False,False,8.4839,2024,582
1,3,16,16016,Azzano San Paolo,BG,False,False,4.2922,2024,7594
1,3,16,16017,Azzone,BG,False,False,17.2893,2024,360
1,3,16,16018,Bagnatica,BG,False,False,6.5492,2024,4489
1,3,16,16019,Barbata,BG,False,False,7.9806,2024,685
1,3,16,16020,Bariano,BG,False,False,7.0711,2024,4276
1,3,16,16021,Barzana,BG,False,False,2.0744,2024,2031
1,3,16,16022,Bedulita,BG,False,False,4.2679,2024,725
1,3,16,16023,Berbenno,BG,False,False,6.1447,2024,2465
1,3,16,16024,Bergamo,BG,True,False,40.243,2024,120389
1,3,16,16025,Berzo San Fermo,BG,False,False,5.8641,2024,1428
1,3,16,16026,Bianzano,BG,False,False,6.6704,2024,629
1,3,16,16027,Blello,BG,False,False,2.2008,2024,70
1,3,16,16028,Bolgare,BG,False,False,8.5909,2024,6679
1,3,16,16029,Boltiere,BG,False,False,4.2082,2024,6204
1,3,16,16030,Bonate Sopra,BG,False,False,6.151,2024,10583
1,3,16,16031,Bonate Sotto,BG,False,False,6.4677,2024,6633
1,3,16,16032,Borgo di Terzo,BG,False,False,1.8306,2024,1206
1,3,16,16033,Bossico,BG,False,False,7.105,2024,973
1,3,16,16034,Bottanuco,BG,False,False,5.7728,2024,5060
1,3,16,16035,Bracca,BG,False,False,5.4652,2024,725
1,3,16,16036,Branzi,BG,False,False,26.1865,2024,623
1,3,16,16037,Brembate,BG,False,False,5.5325,2024,8615
1,3,16,16038,Brembate di Sopra,BG,False,False,4.1391,2024,7997
1,3,16,16040,Brignano Gera d'Adda,BG,False,False,12.1106,2024,6216
1,3,16,16041,Brumano,BG,False,False,8.218,2024,135
1,3,16,16042,Brusaporto,BG,False,False,4.9946,2024,5647
1,3,16,16043,Calcinate,BG,False,False,15.0832,2024,6207
1,3,16,16044,Calcio,BG,False,False,15.6685,2024,5545
1,3,16,16046,Calusco d'Adda,BG,False,False,8.3335,2024,8386
1,3,16,16047,Calvenzano,BG,False,False,6.7241,2024,4491
1,3,16,16048,Camerata Cornello,BG,False,False,12.9439,2024,553
1,3,16,16049,Canonica d'Adda,BG,False,False,3.2052,2024,4265
1,3,16,16050,Capizzone,BG,False,False,4.6788,2024,1231
1,3,16,16051,Capriate San Gervasio,BG,False,False,5.7848,2024,8286
1,3,16,16052,Caprino Bergamasco,BG,False,False,8.7837,2024,3044
1,3,16,16053,Caravaggio,BG,False,False,33.3882,2024,16443
1,3,16,16055,Carobbio degli Angeli,BG,False,False,6.8209,2024,4885
1,3,16,16056,Carona,BG,False,False,44.1535,2024,277
1,3,16,16057,Carvico,BG,False,False,4.5891,2024,4731
1,3,16,16058,Casazza,BG,False,False,7.1132,2024,3836
1,3,16,16059,Casirate d'Adda,BG,False,False,10.1745,2024,4135
1,3,16,16060,Casnigo,BG,False,False,13.6219,2024,3015
1,3,16,16061,Cassiglio,BG,False,False,13.6773,2024,106
1,3,16,16062,Castelli Calepio,BG,False,False,10.1527,2024,10427
1,3,16,16063,Castel Rozzone,BG,False,False,1.7066,2024,2831
1,3,16,16064,Castione della Presolana,BG,False,False,42.5,2024,3345
1,3,16,16065,Castro,BG,False,False,2.5891,2024,1202
1,3,16,16066,Cavernago,BG,False,False,7.6516,2024,2966
1,3,16,16067,Cazzano Sant'Andrea,BG,False,False,2.0244,2024,1677
1,3,16,16068,Cenate Sopra,BG,False,False,6.9726,2024,2543
1,3,16,16069,Cenate Sotto,BG,False,False,4.6165,2024,3995
1,3,16,16070,Cene,BG,False,False,8.599,2024,4040
1,3,16,16071,Cerete,BG,False,False,14.0467,2024,1618
1,3,16,16072,Chignolo d'Isola,BG,False,False,5.5455,2024,3392
1,3,16,16073,Chiuduno,BG,False,False,6.8848,2024,6171
1,3,16,16074,Cisano Bergamasco,BG,False,False,7.816,2024,6233
1,3,16,16075,Ciserano,BG,False,False,5.3074,2024,5734
1,3,16,16076,Cividate al Piano,BG,False,False,9.7279,2024,5077
1,3,16,16077,Clusone,BG,False,False,26.1901,2024,8586
1,3,16,16078,Colere,BG,False,False,18.627,2024,1087
1,3,16,16079,Cologno al Serio,BG,False,False,18.5186,2024,11174
1,3,16,16080,Colzate,BG,False,False,6.7483,2024,1628
1,3,16,16081,Comun Nuovo,BG,False,False,6.4452,2024,4512
1,3,16,16082,Corna Imagna,BG,False,False,4.5017,2024,923
1,3,16,16083,Cortenuova,BG,False,False,7.3489,2024,1974
1,3,16,16084,Costa di Mezzate,BG,False,False,5.2228,2024,3443
1,3,16,16085,Costa Valle Imagna,BG,False,False,4.212,2024,563
1,3,16,16086,Costa Volpino,BG,False,False,18.6664,2024,8805
1,3,16,16087,Covo,BG,False,False,12.9435,2024,4340
1,3,16,16088,Credaro,BG,False,False,3.4135,2024,3533
1,3,16,16089,Curno,BG,False,False,4.6874,2024,7569
1,3,16,16090,Cusio,BG,False,False,9.4071,2024,196
1,3,16,16091,Dalmine,BG,False,False,11.8076,2024,23742
1,3,16,16092,Dossena,BG,False,False,19.5581,2024,881
1,3,16,16093,Endine Gaiano,BG,False,False,21.0666,2024,3458
1,3,16,16094,Entratico,BG,False,False,4.1452,2024,1984
1,3,16,16096,Fara Gera d'Adda,BG,False,False,10.7927,2024,8022
1,3,16,16097,Fara Olivana con Sola,BG,False,False,5.0407,2024,1353
1,3,16,16098,Filago,BG,False,False,5.4232,2024,3119
1,3,16,16099,Fino del Monte,BG,False,False,4.2877,2024,1126
1,3,16,16100,Fiorano al Serio,BG,False,False,1.0593,2024,2940
1,3,16,16101,Fontanella,BG,False,False,17.797,2024,4899
1,3,16,16102,Fonteno,BG,False,False,10.9291,2024,564
1,3,16,16103,Foppolo,BG,False,False,16.1427,2024,149
1,3,16,16104,Foresto Sparso,BG,False,False,7.8683,2024,3134
1,3,16,16105,Fornovo San Giovanni,BG,False,False,7.0447,2024,3382
1,3,16,16106,Fuipiano Valle Imagna,BG,False,False,4.2798,2024,202
1,3,16,16107,Gandellino,BG,False,False,25.1344,2024,951
1,3,16,16108,Gandino,BG,False,False,29.0232,2024,5173
1,3,16,16109,Gandosso,BG,False,False,3.1267,2024,1429
1,3,16,16110,Gaverina Terme,BG,False,False,5.1961,2024,894
1,3,16,16111,Gazzaniga,BG,False,False,14.4229,2024,4936
1,3,16,16113,Ghisalba,BG,False,False,10.5881,2024,6172
1,3,16,16114,Gorlago,BG,False,False,5.6975,2024,5158
1,3,16,16115,Gorle,BG,False,False,2.498,2024,6616
1,3,16,16116,Gorno,BG,False,False,10.0,2024,1451
1,3,16,16117,Grassobbio,BG,False,False,8.7411,2024,6542
1,3,16,16118,Gromo,BG,False,False,20.072,2024,1142
1,3,16,16119,Grone,BG,False,False,7.7773,2024,920
1,3,16,16120,Grumello del Monte,BG,False,False,9.9409,2024,7655
1,3,16,16121,Isola di Fondra,BG,False,False,12.8327,2024,168
1,3,16,16122,Isso,BG,False,False,5.0586,2024,602
1,3,16,16123,Lallio,BG,False,False,2.156,2024,4230
1,3,16,16124,Leffe,BG,False,False,6.6909,2024,4307
1,3,16,16125,Lenna,BG,False,False,12.7382,2024,561
1,3,16,16126,Levate,BG,False,False,5.5315,2024,3722
1,3,16,16127,Locatello,BG,False,False,3.7894,2024,817
1,3,16,16128,Lovere,BG,False,False,7.9248,2024,5004
1,3,16,16129,Lurano,BG,False,False,4.0469,2024,2894
1,3,16,16130,Luzzana,BG,False,False,3.4846,2024,905
1,3,16,16131,Madone,BG,False,False,3.0689,2024,4182
1,3,16,16132,Mapello,BG,False,False,8.6576,2024,6981
1,3,16,16133,Martinengo,BG,False,False,22.0512,2024,11025
1,3,16,16134,Mezzoldo,BG,False,False,18.8382,2024,166
1,3,16,16135,Misano di Gera d'Adda,BG,False,False,6.1053,2024,3014
1,3,16,16136,Moio de' Calvi,BG,False,False,6.3564,2024,204
1,3,16,16137,Monasterolo del Castello,BG,False,False,8.7535,2024,1146
1,3,16,16139,Montello,BG,False,False,1.8156,2024,3220
1,3,16,16140,Morengo,BG,False,False,9.5662,2024,2479
1,3,16,16141,Mornico al Serio,BG,False,False,6.9227,2024,3004
1,3,16,16142,Mozzanica,BG,False,False,9.4645,2024,4411
1,3,16,16143,Mozzo,BG,False,False,3.647,2024,7227
1,3,16,16144,Nembro,BG,False,False,15.2349,2024,11313
1,3,16,16145,Olmo al Brembo,BG,False,False,7.9033,2024,458
1,3,16,16146,Oltre il Colle,BG,False,False,32.8917,2024,932
1,3,16,16147,Oltressenda Alta,BG,False,False,17.3238,2024,132
1,3,16,16148,Oneta,BG,False,False,18.6637,2024,572
1,3,16,16149,Onore,BG,False,False,11.782,2024,939
1,3,16,16150,Orio al Serio,BG,False,False,3.0406,2024,1624
1,3,16,16151,Ornica,BG,False,False,15.0963,2024,128
1,3,16,16152,Osio Sopra,BG,False,False,5.1822,2024,5223
1,3,16,16153,Osio Sotto,BG,False,False,7.5856,2024,12799
1,3,16,16154,Pagazzano,BG,False,False,5.2349,2024,2202
1,3,16,16155,Paladina,BG,False,False,2.0866,2024,3943
1,3,16,16156,Palazzago,BG,False,False,13.9601,2024,4593
1,3,16,16157,Palosco,BG,False,False,10.7933,2024,5704
1,3,16,16158,Parre,BG,False,False,22.2794,2024,2669
1,3,16,16159,Parzanica,BG,False,False,9.8186,2024,329
1,3,16,16160,Pedrengo,BG,False,False,3.6,2024,5909
1,3,16,16161,Peia,BG,False,False,4.4798,2024,1696
1,3,16,16162,Pianico,BG,False,False,2.7381,2024,1423
1,3,16,16163,Piario,BG,False,False,1.5451,2024,1003
1,3,16,16164,Piazza Brembana,BG,False,False,6.7653,2024,1188
1,3,16,16165,Piazzatorre,BG,False,False,24.2379,2024,391
1,3,16,16166,Piazzolo,BG,False,False,4.1521,2024,88
1,3,16,16167,Pognano,BG,False,False,3.2861,2024,1566
1,3,16,16168,Ponte Nossa,BG,False,False,5.5898,2024,1729
1,3,16,16169,Ponteranica,BG,False,False,8.4455,2024,6762
1,3,16,16170,Ponte San Pietro,BG,False,False,4.5806,2024,11906
1,3,16,16171,Pontida,BG,False,False,10.3774,2024,3311
1,3,16,16172,Pontirolo Nuovo,BG,False,False,11.0976,2024,4981
1,3,16,16173,Pradalunga,BG,False,False,8.1982,2024,4488
1,3,16,16174,Predore,BG,False,False,10.9555,2024,1870
1,3,16,16175,Premolo,BG,False,False,17.6248,2024,1065
1,3,16,16176,Presezzo,BG,False,False,2.2819,2024,4774
1,3,16,16177,Pumenengo,BG,False,False,10.1143,2024,1713
1,3,16,16178,Ranica,BG,False,False,4.0614,2024,5902
1,3,16,16179,Ranzanico,BG,False,False,7.2137,2024,1239
1,3,16,16180,Riva di Solto,BG,False,False,8.5213,2024,854
1,3,16,16182,Rogno,BG,False,False,15.8103,2024,3840
1,3,16,16183,Romano di Lombardia,BG,False,False,19.3832,2024,20929
1,3,16,16184,Roncobello,BG,False,False,25.3866,2024,423
1,3,16,16185,Roncola,BG,False,False,5.0676,2024,909
1,3,16,16186,Rota d'Imagna,BG,False,False,6.0303,2024,912
1,3,16,16187,Rovetta,BG,False,False,24.5338,2024,4162
1,3,16,16188,San Giovanni Bianco,BG,False,False,31.0263,2024,4575
1,3,16,16189,San Paolo d'Argon,BG,False,False,5.2466,2024,5887
1,3,16,16190,San Pellegrino Terme,BG,False,False,22.9535,2024,4652
1,3,16,16191,Santa Brigida,BG,False,False,13.8036,2024,512
1,3,16,16193,Sarnico,BG,False,False,6.6625,2024,6840
1,3,16,16194,Scanzorosciate,BG,False,False,10.6892,2024,10053
1,3,16,16195,Schilpario,BG,False,False,63.9692,2024,1121
1,3,16,16196,Sedrina,BG,False,False,5.8461,2024,2349
1,3,16,16197,Selvino,BG,False,False,6.5279,2024,1988
1,3,16,16198,Seriate,BG,False,False,12.5534,2024,25595
1,3,16,16199,Serina,BG,False,False,27.3384,2024,2070
1,3,16,16200,Solto Collina,BG,False,False,11.768,2024,1807
1,3,16,16201,Songavazzo,BG,False,False,12.9446,2024,716
1,3,16,16202,Sorisole,BG,False,False,12.2463,2024,8808
1,3,16,16203,Sotto il Monte Giovanni XXIII,BG,False,False,5.0234,2024,4409
1,3,16,16204,Sovere,BG,False,False,17.9977,2024,5339
1,3,16,16205,Spinone al Lago,BG,False,False,1.9736,2024,1002
1,3,16,16206,Spirano,BG,False,False,9.6107,2024,5720
1,3,16,16207,Stezzano,BG,False,False,9.3738,2024,13748
1,3,16,16208,Strozza,BG,False,False,3.825,2024,1115
1,3,16,16209,Suisio,BG,False,False,4.5411,2024,3799
1,3,16,16210,Taleggio,BG,False,False,47.1255,2024,537
1,3,16,16211,Tavernola Bergamasca,BG,False,False,11.1707,2024,1925
1,3,16,16212,Telgate,BG,False,False,8.3026,2024,5039
1,3,16,16213,Terno d'Isola,BG,False,False,4.1331,2024,7970
1,3,16,16214,Torre Boldone,BG,False,False,3.4787,2024,8712
1,3,16,16215,Torre de' Busi,BG,False,False,8.9668,2024,2280
1,3,16,16216,Torre de' Roveri,BG,False,False,2.6902,2024,2568
1,3,16,16217,Torre Pallavicina,BG,False,False,10.6241,2024,1155
1,3,16,16218,Trescore Balneario,BG,False,False,13.5138,2024,9883
1,3,16,16219,Treviglio,BG,False,False,32.2199,2024,31417
1,3,16,16220,Treviolo,BG,False,False,8.4155,2024,10870
1,3,16,16221,Ubiale Clanezzo,BG,False,False,7.3454,2024,1308
1,3,16,16222,Urgnano,BG,False,False,14.7781,2024,10163
1,3,16,16223,Valbondione,BG,False,False,96.8895,2024,941
1,3,16,16224,Valbrembo,BG,False,False,3.8404,2024,4329
1,3,16,16225,Valgoglio,BG,False,False,31.8905,2024,561
1,3,16,16226,Valleve,BG,False,False,14.7641,2024,125
1,3,16,16227,Valnegra,BG,False,False,2.2302,2024,199
1,3,16,16229,Valtorta,BG,False,False,30.8976,2024,235
1,3,16,16230,Vedeseta,BG,False,False,19.2918,2024,198
1,3,16,16232,Verdellino,BG,False,False,3.8162,2024,7713
1,3,16,16233,Verdello,BG,False,False,7.3495,2024,8150
1,3,16,16234,Vertova,BG,False,False,15.6945,2024,4380
1,3,16,16235,Viadanica,BG,False,False,5.4483,2024,1121
1,3,16,16236,Vigano San Martino,BG,False,False,3.7562,2024,1362
1,3,16,16237,Vigolo,BG,False,False,12.3098,2024,570
1,3,16,16238,Villa d'Adda,BG,False,False,5.9824,2024,4608
1,3,16,16239,Villa d'Almè,BG,False,False,6.4861,2024,6404
1,3,16,16240,Villa di Serio,BG,False,False,4.6029,2024,6532
1,3,16,16241,Villa d'Ogna,BG,False,False,5.1594,2024,1799
1,3,16,16242,Villongo,BG,False,False,6.0421,2024,8200
1,3,16,16243,Vilminore di Scalve,BG,False,False,41.0008,2024,1432
1,3,16,16244,Zandobbio,BG,False,False,6.4317,2024,2717
1,3,16,16245,Zanica,BG,False,False,14.9523,2024,8736
1,3,16,16246,Zogno,BG,False,False,35.2123,2024,8601
1,3,16,16247,Costa Serina,BG,False,False,12.2969,2024,900
1,3,16,16248,Algua,BG,False,False,8.3232,2024,684
1,3,16,16249,Cornalba,BG,False,False,9.2505,2024,305
1,3,16,16250,Medolago,BG,False,False,3.7996,2024,2367
1,3,16,16251,Solza,BG,False,False,1.2277,2024,1983
1,3,16,16252,Sant'Omobono Terme,BG,False,False,16.4334,2024,3916
1,3,16,16253,Val Brembilla,BG,False,False,31.4375,2024,4116
1,3,17,17001,Acquafredda,BS,False,False,9.5463,2024,1545
1,3,17,17002,Adro,BS,False,False,14.2895,2024,7146
1,3,17,17003,Agnosine,BS,False,False,13.5546,2024,1639
1,3,17,17004,Alfianello,BS,False,False,13.7168,2024,2304
1,3,17,17005,Anfo,BS,False,False,23.8313,2024,436
1,3,17,17006,Angolo Terme,BS,False,False,30.5601,2024,2338
1,3,17,17007,Artogne,BS,False,False,21.0192,2024,3671
1,3,17,17008,Azzano Mella,BS,False,False,10.5696,2024,3507
1,3,17,17009,Bagnolo Mella,BS,False,False,31.3456,2024,12471
1,3,17,17010,Bagolino,BS,False,False,109.1984,2024,3764
1,3,17,17011,Barbariga,BS,False,False,11.3363,2024,2300
1,3,17,17012,Barghe,BS,False,False,5.4918,2024,1157
1,3,17,17013,Bassano Bresciano,BS,False,False,9.4204,2024,2367
1,3,17,17014,Bedizzole,BS,False,False,26.4435,2024,12172
1,3,17,17015,Berlingo,BS,False,False,4.5925,2024,2740
1,3,17,17016,Berzo Demo,BS,False,False,15.4633,2024,1459
1,3,17,17017,Berzo Inferiore,BS,False,False,21.9148,2024,2473
1,3,17,17018,Bienno,BS,False,False,46.8064,2024,3760
1,3,17,17019,Bione,BS,False,False,17.287,2024,1286
1,3,17,17020,Borgo San Giacomo,BS,False,False,29.5298,2024,5577
1,3,17,17021,Borgosatollo,BS,False,False,8.4198,2024,9092
1,3,17,17022,Borno,BS,False,False,30.496,2024,2422
1,3,17,17023,Botticino,BS,False,False,18.4824,2024,10772
1,3,17,17024,Bovegno,BS,False,False,47.9887,2024,2005
1,3,17,17025,Bovezzo,BS,False,False,6.4114,2024,7309
1,3,17,17026,Brandico,BS,False,False,8.3802,2024,1757
1,3,17,17027,Braone,BS,False,False,13.3568,2024,686
1,3,17,17028,Breno,BS,False,False,59.9346,2024,4647
1,3,17,17029,Brescia,BS,True,False,90.3504,2024,199853
1,3,17,17030,Brione,BS,False,False,6.8968,2024,754
1,3,17,17031,Caino,BS,False,False,17.3081,2024,2192
1,3,17,17032,Calcinato,BS,False,False,33.2958,2024,13028
1,3,17,17033,Calvagese della Riviera,BS,False,False,11.7369,2024,3699
1,3,17,17034,Calvisano,BS,False,False,44.8271,2024,8435
1,3,17,17035,Capo di Ponte,BS,False,False,18.1075,2024,2287
1,3,17,17036,Capovalle,BS,False,False,22.9465,2024,341
1,3,17,17037,Capriano del Colle,BS,False,False,13.9676,2024,4844
1,3,17,17038,Capriolo,BS,False,False,10.6009,2024,9390
1,3,17,17039,Carpenedolo,BS,False,False,29.8419,2024,12968
1,3,17,17040,Castegnato,BS,False,False,9.2047,2024,8392
1,3,17,17041,Castelcovati,BS,False,False,6.1396,2024,7059
1,3,17,17042,Castel Mella,BS,False,False,7.5282,2024,10953
1,3,17,17043,Castenedolo,BS,False,False,26.195,2024,11687
1,3,17,17044,Casto,BS,False,False,21.3362,2024,1616
1,3,17,17045,Castrezzato,BS,False,False,13.6321,2024,7836
1,3,17,17046,Cazzago San Martino,BS,False,False,22.3414,2024,10787
1,3,17,17047,Cedegolo,BS,False,False,11.083,2024,1124
1,3,17,17048,Cellatica,BS,False,False,6.5461,2024,4870
1,3,17,17049,Cerveno,BS,False,False,21.5525,2024,694
1,3,17,17050,Ceto,BS,False,False,32.3012,2024,1770
1,3,17,17051,Cevo,BS,False,False,35.4688,2024,792
1,3,17,17052,Chiari,BS,False,False,37.9591,2024,19552
1,3,17,17053,Cigole,BS,False,False,9.931,2024,1472
1,3,17,17054,Cimbergo,BS,False,False,24.7129,2024,538
1,3,17,17055,Cividate Camuno,BS,False,False,3.3067,2024,2655
1,3,17,17056,Coccaglio,BS,False,False,12.0465,2024,8859
1,3,17,17057,Collebeato,BS,False,False,5.2701,2024,4459
1,3,17,17058,Collio,BS,False,False,53.4749,2024,1975
1,3,17,17059,Cologne,BS,False,False,13.7876,2024,7611
1,3,17,17060,Comezzano-Cizzago,BS,False,False,15.4369,2024,4177
1,3,17,17061,Concesio,BS,False,False,19.0745,2024,15670
1,3,17,17062,Corte Franca,BS,False,False,13.9733,2024,7179
1,3,17,17063,Corteno Golgi,BS,False,False,82.6046,2024,1896
1,3,17,17064,Corzano,BS,False,False,12.2959,2024,1529
1,3,17,17065,Darfo Boario Terme,BS,False,False,36.0712,2024,15877
1,3,17,17066,Dello,BS,False,False,23.3209,2024,5675
1,3,17,17067,Desenzano del Garda,BS,False,False,59.2622,2024,29313
1,3,17,17068,Edolo,BS,False,False,88.9029,2024,4414
1,3,17,17069,Erbusco,BS,False,False,16.2398,2024,8842
1,3,17,17070,Esine,BS,False,False,30.3061,2024,5042
1,3,17,17071,Fiesse,BS,False,False,16.0159,2024,2067
1,3,17,17072,Flero,BS,False,False,9.8367,2024,8734
1,3,17,17073,Gambara,BS,False,False,31.5862,2024,4722
1,3,17,17074,Gardone Riviera,BS,False,False,21.3932,2024,2593
1,3,17,17075,Gardone Val Trompia,BS,False,False,26.6562,2024,11467
1,3,17,17076,Gargnano,BS,False,False,76.7514,2024,2631
1,3,17,17077,Gavardo,BS,False,False,29.7959,2024,12316
1,3,17,17078,Ghedi,BS,False,False,60.84,2024,18504
1,3,17,17079,Gianico,BS,False,False,13.3812,2024,2076
1,3,17,17080,Gottolengo,BS,False,False,29.2837,2024,5027
1,3,17,17081,Gussago,BS,False,False,25.089,2024,16692
1,3,17,17082,Idro,BS,False,False,22.8902,2024,1871
1,3,17,17083,Incudine,BS,False,False,19.6657,2024,344
1,3,17,17084,Irma,BS,False,False,4.9347,2024,131
1,3,17,17085,Iseo,BS,False,False,28.4195,2024,8979
1,3,17,17086,Isorella,BS,False,False,15.3283,2024,4102
1,3,17,17087,Lavenone,BS,False,False,31.8235,2024,506
1,3,17,17088,Leno,BS,False,False,58.4516,2024,14410
1,3,17,17089,Limone sul Garda,BS,False,False,23.0261,2024,1103
1,3,17,17090,Lodrino,BS,False,False,16.4987,2024,1630
1,3,17,17091,Lograto,BS,False,False,12.4335,2024,3834
1,3,17,17092,Lonato del Garda,BS,False,False,68.1952,2024,17062
1,3,17,17093,Longhena,BS,False,False,3.4707,2024,563
1,3,17,17094,Losine,BS,False,False,6.2553,2024,622
1,3,17,17095,Lozio,BS,False,False,23.7425,2024,362
1,3,17,17096,Lumezzane,BS,False,False,31.7179,2024,21637
1,3,17,17097,Maclodio,BS,False,False,5.0958,2024,1462
1,3,17,17098,Magasa,BS,False,False,19.1108,2024,102
1,3,17,17099,Mairano,BS,False,False,11.5281,2024,3484
1,3,17,17100,Malegno,BS,False,False,6.8941,2024,1924
1,3,17,17101,Malonno,BS,False,False,31.4568,2024,2983
1,3,17,17102,Manerba del Garda,BS,False,False,36.6294,2024,5412
1,3,17,17103,Manerbio,BS,False,False,27.8838,2024,13501
1,3,17,17104,Marcheno,BS,False,False,22.7392,2024,4183
1,3,17,17105,Marmentino,BS,False,False,18.0348,2024,657
1,3,17,17106,Marone,BS,False,False,23.9308,2024,3097
1,3,17,17107,Mazzano,BS,False,False,15.7266,2024,12707
1,3,17,17108,Milzano,BS,False,False,8.4914,2024,1712
1,3,17,17109,Moniga del Garda,BS,False,False,14.653,2024,2650
1,3,17,17110,Monno,BS,False,False,31.0259,2024,521
1,3,17,17111,Monte Isola,BS,False,False,12.6051,2024,1587
1,3,17,17112,Monticelli Brusati,BS,False,False,10.8908,2024,4599
1,3,17,17113,Montichiari,BS,False,False,81.6612,2024,26271
1,3,17,17114,Montirone,BS,False,False,10.5181,2024,5114
1,3,17,17115,Mura,BS,False,False,12.5067,2024,768
1,3,17,17116,Muscoline,BS,False,False,10.0779,2024,2698
1,3,17,17117,Nave,BS,False,False,27.2115,2024,10567
1,3,17,17118,Niardo,BS,False,False,22.1574,2024,1948
1,3,17,17119,Nuvolento,BS,False,False,7.4576,2024,3947
1,3,17,17120,Nuvolera,BS,False,False,13.3116,2024,4750
1,3,17,17121,Odolo,BS,False,False,6.5439,2024,1907
1,3,17,17122,Offlaga,BS,False,False,23.0333,2024,4124
1,3,17,17123,Ome,BS,False,False,9.8482,2024,3128
1,3,17,17124,Ono San Pietro,BS,False,False,13.7797,2024,961
1,3,17,17125,Orzinuovi,BS,False,False,47.8683,2024,12449
1,3,17,17126,Orzivecchi,BS,False,False,9.9376,2024,2501
1,3,17,17127,Ospitaletto,BS,False,False,9.2899,2024,14855
1,3,17,17128,Ossimo,BS,False,False,14.8578,2024,1437
1,3,17,17129,Padenghe sul Garda,BS,False,False,26.8091,2024,4896
1,3,17,17130,Paderno Franciacorta,BS,False,False,5.608,2024,3677
1,3,17,17131,Paisco Loveno,BS,False,False,35.8656,2024,166
1,3,17,17132,Paitone,BS,False,False,8.0034,2024,2209
1,3,17,17133,Palazzolo sull'Oglio,BS,False,False,23.0394,2024,20403
1,3,17,17134,Paratico,BS,False,False,6.1812,2024,5019
1,3,17,17135,Paspardo,BS,False,False,11.1537,2024,579
1,3,17,17136,Passirano,BS,False,False,13.391,2024,6833
1,3,17,17137,Pavone del Mella,BS,False,False,11.6135,2024,2732
1,3,17,17138,San Paolo,BS,False,False,18.8176,2024,4444
1,3,17,17139,Pertica Alta,BS,False,False,20.9152,2024,558
1,3,17,17140,Pertica Bassa,BS,False,False,30.1258,2024,553
1,3,17,17141,Pezzaze,BS,False,False,21.4893,2024,1419
1,3,17,17142,Pian Camuno,BS,False,False,10.9448,2024,4789
1,3,17,17143,Pisogne,BS,False,False,49.2274,2024,7872
1,3,17,17144,Polaveno,BS,False,False,9.201,2024,2505
1,3,17,17145,Polpenazze del Garda,BS,False,False,9.1195,2024,2722
1,3,17,17146,Pompiano,BS,False,False,15.2734,2024,3745
1,3,17,17147,Poncarale,BS,False,False,12.6432,2024,5200
1,3,17,17148,Ponte di Legno,BS,False,False,100.4261,2024,1733
1,3,17,17149,Pontevico,BS,False,False,29.207,2024,7031
1,3,17,17150,Pontoglio,BS,False,False,11.0862,2024,6967
1,3,17,17151,Pozzolengo,BS,False,False,21.3264,2024,3598
1,3,17,17152,Pralboino,BS,False,False,17.1623,2024,2827
1,3,17,17153,Preseglie,BS,False,False,11.4524,2024,1465
1,3,17,17155,Prevalle,BS,False,False,9.9892,2024,6941
1,3,17,17156,Provaglio d'Iseo,BS,False,False,16.1597,2024,7090
1,3,17,17157,Provaglio Val Sabbia,BS,False,False,14.8506,2024,855
1,3,17,17158,Puegnago del Garda,BS,False,False,10.9716,2024,3469
1,3,17,17159,Quinzano d'Oglio,BS,False,False,21.4528,2024,6305
1,3,17,17160,Remedello,BS,False,False,21.4624,2024,3437
1,3,17,17161,Rezzato,BS,False,False,18.2064,2024,13540
1,3,17,17162,Roccafranca,BS,False,False,19.1323,2024,4933
1,3,17,17163,Rodengo Saiano,BS,False,False,12.8594,2024,9897
1,3,17,17164,Roè Volciano,BS,False,False,5.8208,2024,4318
1,3,17,17165,Roncadelle,BS,False,False,9.3738,2024,9305
1,3,17,17166,Rovato,BS,False,False,26.0941,2024,19649
1,3,17,17167,Rudiano,BS,False,False,9.8455,2024,5930
