Codice Comune,DATA_TYPE,RESULT,Anno,OBS_VALUE
91074,KILLINJ,M,2005,0
91074,KILLINJ,M,2004,0
91074,KILLINJ,M,2003,0
91074,KILLINJ,M,2002,0
91074,KILLINJ,M,2001,0
91074,ROADACC,9,2005,0
91074,ROADACC,9,2004,0
91074,ROADACC,9,2003,2
91074,ROADACC,9,2002,1
91074,ROADACC,9,2001,2
91075,KILLINJ,F,2005,0
91075,KILLINJ,F,2004,0
91075,KILLINJ,F,2003,0
91075,KILLINJ,F,2002,0
91075,KILLINJ,F,2001,0
91075,KILLINJ,M,2005,0
91075,KILLINJ,M,2004,0
91075,KILLINJ,M,2003,0
91075,KILLINJ,M,2002,0
91075,KILLINJ,M,2001,0
91075,ROADACC,9,2005,0
91075,ROADACC,9,2004,0
91075,ROADACC,9,2003,0
91075,ROADACC,9,2002,0
91075,ROADACC,9,2001,0
91076,KILLINJ,F,2005,55
91076,KILLINJ,F,2004,75
91076,KILLINJ,F,2003,61
91076,KILLINJ,F,2002,5
91076,KILLINJ,F,2001,19
91076,KILLINJ,M,2005,0
91076,KILLINJ,M,2004,0
91076,KILLINJ,M,2003,0
91076,KILLINJ,M,2002,0
91076,KILLINJ,M,2001,0
91076,ROADACC,9,2005,28
91076,ROADACC,9,2004,40
91076,ROADACC,9,2003,37
91076,ROADACC,9,2002,4
91076,ROADACC,9,2001,14
91077,KILLINJ,F,2024,3
91077,KILLINJ,F,2023,3
91077,KILLINJ,F,2022,5
91077,KILLINJ,F,2021,5
91077,KILLINJ,F,2020,7
91077,KILLINJ,M,2024,0
91077,KILLINJ,M,2023,0
91077,KILLINJ,M,2022,0
91077,KILLINJ,M,2021,1
91077,KILLINJ,M,2020,0
91077,ROADACC,9,2024,3
91077,ROADACC,9,2023,3
91077,ROADACC,9,2022,3
91077,ROADACC,9,2021,3
91077,ROADACC,9,2020,4
91080,KILLINJ,F,2005,0
91080,KILLINJ,F,2004,9
91080,KILLINJ,F,2003,1
91080,KILLINJ,F,2002,2
91080,KILLINJ,F,2001,1
91080,KILLINJ,M,2005,0
91080,KILLINJ,M,2004,0
91080,KILLINJ,M,2003,0
91080,KILLINJ,M,2002,0
91080,KILLINJ,M,2001,0
91080,ROADACC,9,2005,0
91080,ROADACC,9,2004,4
91080,ROADACC,9,2003,1
91080,ROADACC,9,2002,2
91080,ROADACC,9,2001,1
91081,KILLINJ,F,2005,0
91081,KILLINJ,F,2004,0
91081,KILLINJ,F,2003,0
91081,KILLINJ,F,2002,0
91081,KILLINJ,F,2001,0
91081,KILLINJ,M,2005,0
91081,KILLINJ,M,2004,0
91081,KILLINJ,M,2003,0
91081,KILLINJ,M,2002,0
91081,KILLINJ,M,2001,0
91081,ROADACC,9,2005,0
91081,ROADACC,9,2004,0
91081,ROADACC,9,2003,0
91081,ROADACC,9,2002,0
91081,ROADACC,9,2001,0
91082,KILLINJ,F,2005,0
91082,KILLINJ,F,2004,0
91082,KILLINJ,F,2003,0
91082,KILLINJ,F,2002,0
91082,KILLINJ,F,2001,0
91082,KILLINJ,M,2005,0
91082,KILLINJ,M,2004,0
91082,KILLINJ,M,2003,0
91082,KILLINJ,M,2002,0
91082,KILLINJ,M,2001,0
91082,ROADACC,9,2005,0
91082,ROADACC,9,2004,0
91082,ROADACC,9,2003,0
91082,ROADACC,9,2002,0
91082,ROADACC,9,2001,0
91083,KILLINJ,F,2024,2
91083,KILLINJ,F,2023,5
91083,KILLINJ,F,2022,3
91083,KILLINJ,F,2021,6
91083,KILLINJ,F,2020,0
91083,KILLINJ,M,2024,1
91083,KILLINJ,M,2023,0
91083,KILLINJ,M,2022,2
91083,KILLINJ,M,2021,0
91083,KILLINJ,M,2020,0
91083,ROADACC,9,2024,2
91083,ROADACC,9,2023,4
91083,ROADACC,9,2022,3
91083,ROADACC,9,2021,1
91083,ROADACC,9,2020,0
91084,KILLINJ,F,2024,3
91084,KILLINJ,F,2023,3
91084,KILLINJ,F,2022,5
91084,KILLINJ,F,2021,7
91084,KILLINJ,F,2020,3
91084,KILLINJ,M,2024,0
91084,KILLINJ,M,2023,1
91084,KILLINJ,M,2022,1
91084,KILLINJ,M,2021,0
91084,KILLINJ,M,2020,0
91084,ROADACC,9,2024,3
91084,ROADACC,9,2023,3
91084,ROADACC,9,2022,4
91084,ROADACC,9,2021,3
91084,ROADACC,9,2020,2
91085,KILLINJ,F,2024,41
91085,KILLINJ,F,2023,40
91085,KILLINJ,F,2022,31
91085,KILLINJ,F,2021,37
91085,KILLINJ,F,2020,20
91085,KILLINJ,M,2024,1
91085,KILLINJ,M,2023,2
91085,KILLINJ,M,2022,2
91085,KILLINJ,M,2021,1
91085,KILLINJ,M,2020,1
91085,ROADACC,9,2024,27
91085,ROADACC,9,2023,27
91085,ROADACC,9,2022,25
91085,ROADACC,9,2021,22
91085,ROADACC,9,2020,15
91086,KILLINJ,F,2024,4
91086,KILLINJ,F,2023,0
91086,KILLINJ,F,2022,15
91086,KILLINJ,F,2021,2
91086,KILLINJ,F,2020,5
91086,KILLINJ,M,2024,0
91086,KILLINJ,M,2023,0
91086,KILLINJ,M,2022,0
91086,KILLINJ,M,2021,0
91086,KILLINJ,M,2020,0
91086,ROADACC,9,2024,2
91086,ROADACC,9,2023,0
91086,ROADACC,9,2022,5
91086,ROADACC,9,2021,2
91086,ROADACC,9,2020,4
91087,KILLINJ,F,2005,1
91087,KILLINJ,F,2004,0
91087,KILLINJ,F,2003,3
91087,KILLINJ,F,2002,5
91087,KILLINJ,F,2001,4
91087,KILLINJ,M,2005,0
91087,KILLINJ,M,2004,0
91087,KILLINJ,M,2003,0
91087,KILLINJ,M,2002,0
91087,KILLINJ,M,2001,0
91087,ROADACC,9,2005,1
91087,ROADACC,9,2004,0
91087,ROADACC,9,2003,3
91087,ROADACC,9,2002,3
91087,ROADACC,9,2001,2
91088,KILLINJ,F,2024,11
91088,KILLINJ,F,2023,0
91088,KILLINJ,F,2022,1
91088,KILLINJ,F,2021,5
91088,KILLINJ,F,2020,0
91088,KILLINJ,M,2024,0
91088,KILLINJ,M,2023,0
91088,KILLINJ,M,2022,0
91088,KILLINJ,M,2021,0
91088,KILLINJ,M,2020,0
91088,ROADACC,9,2024,6
91088,ROADACC,9,2023,0
91088,ROADACC,9,2022,1
91088,ROADACC,9,2021,1
91088,ROADACC,9,2020,0
91089,KILLINJ,F,2023,2
91089,KILLINJ,F,2022,1
91089,KILLINJ,F,2021,5
91089,KILLINJ,F,2020,2
91089,KILLINJ,F,2019,4
91089,KILLINJ,M,2023,1
91089,KILLINJ,M,2022,0
91089,KILLINJ,M,2021,0
91089,KILLINJ,M,2020,0
91089,KILLINJ,M,2019,2
91089,ROADACC,9,2023,2
91089,ROADACC,9,2022,1
91089,ROADACC,9,2021,3
91089,ROADACC,9,2020,1
91089,ROADACC,9,2019,3
91090,KILLINJ,F,2024,1
91090,KILLINJ,F,2023,0
91090,KILLINJ,F,2022,0
91090,KILLINJ,F,2021,1
91090,KILLINJ,F,2020,1
91090,KILLINJ,M,2024,0
91090,KILLINJ,M,2023,0
91090,KILLINJ,M,2022,0
91090,KILLINJ,M,2021,0
91090,KILLINJ,M,2020,0
91090,ROADACC,9,2024,1
91090,ROADACC,9,2023,0
91090,ROADACC,9,2022,0
91090,ROADACC,9,2021,1
91090,ROADACC,9,2020,1
91091,KILLINJ,F,2023,0
91091,KILLINJ,F,2022,1
91091,KILLINJ,F,2021,0
91091,KILLINJ,F,2020,0
91091,KILLINJ,F,2019,4
91091,KILLINJ,M,2023,0
91091,KILLINJ,M,2022,0
91091,KILLINJ,M,2021,0
91091,KILLINJ,M,2020,0
91091,KILLINJ,M,2019,0
91091,ROADACC,9,2023,0
91091,ROADACC,9,2022,1
91091,ROADACC,9,2021,0
91091,ROADACC,9,2020,0
91091,ROADACC,9,2019,3
91092,KILLINJ,F,2005,0
91092,KILLINJ,F,2004,4
91092,KILLINJ,F,2003,0
91092,KILLINJ,F,2002,0
91092,KILLINJ,F,2001,0
91092,KILLINJ,M,2005,0
91092,KILLINJ,M,2004,0
91092,KILLINJ,M,2003,0
91092,KILLINJ,M,2002,0
91092,KILLINJ,M,2001,0
91092,ROADACC,9,2005,0
91092,ROADACC,9,2004,1
91092,ROADACC,9,2003,0
91092,ROADACC,9,2002,0
91092,ROADACC,9,2001,0
91093,KILLINJ,F,2024,2
91093,KILLINJ,F,2023,2
91093,KILLINJ,F,2022,1
91093,KILLINJ,F,2021,0
91093,KILLINJ,F,2020,2
91093,KILLINJ,M,2024,0
91093,KILLINJ,M,2023,0
91093,KILLINJ,M,2022,0
91093,KILLINJ,M,2021,0
91093,KILLINJ,M,2020,0
91093,ROADACC,9,2024,1
91093,ROADACC,9,2023,1
91093,ROADACC,9,2022,1
91093,ROADACC,9,2021,0
91093,ROADACC,9,2020,2
91094,KILLINJ,F,2024,1
91094,KILLINJ,F,2023,1
91094,KILLINJ,F,2022,2
91094,KILLINJ,F,2021,0
91094,KILLINJ,F,2020,2
91094,KILLINJ,M,2024,0
91094,KILLINJ,M,2023,0
91094,KILLINJ,M,2022,0
91094,KILLINJ,M,2021,0
91094,KILLINJ,M,2020,0
91094,ROADACC,9,2024,1
91094,ROADACC,9,2023,1
91094,ROADACC,9,2022,1
91094,ROADACC,9,2021,0
91094,ROADACC,9,2020,1
91095,KILLINJ,F,2024,54
91095,KILLINJ,F,2023,53
91095,KILLINJ,F,2022,38
91095,KILLINJ,F,2021,42
91095,KILLINJ,F,2020,56
91095,KILLINJ,M,2024,0
91095,KILLINJ,M,2023,1
91095,KILLINJ,M,2022,1
91095,KILLINJ,M,2021,0
91095,KILLINJ,M,2020,1
91095,ROADACC,9,2024,40
91095,ROADACC,9,2023,31
91095,ROADACC,9,2022,22
91095,ROADACC,9,2021,25
91095,ROADACC,9,2020,38
91097,KILLINJ,F,2023,1
91097,KILLINJ,F,2022,0
91097,KILLINJ,F,2021,0
91097,KILLINJ,F,2020,0
91097,KILLINJ,F,2019,0
91097,KILLINJ,M,2023,0
91097,KILLINJ,M,2022,0
91097,KILLINJ,M,2021,0
91097,KILLINJ,M,2020,0
91097,KILLINJ,M,2019,0
91097,ROADACC,9,2023,1
91097,ROADACC,9,2022,0
91097,ROADACC,9,2021,0
91097,ROADACC,9,2020,0
91097,ROADACC,9,2019,0
91098,KILLINJ,F,2023,0
91098,KILLINJ,F,2022,0
91098,KILLINJ,F,2021,1
91098,KILLINJ,F,2020,0
91098,KILLINJ,F,2019,2
91098,KILLINJ,M,2023,0
91098,KILLINJ,M,2022,0
91098,KILLINJ,M,2021,0
91098,KILLINJ,M,2020,0
91098,KILLINJ,M,2019,0
91098,ROADACC,9,2023,0
91098,ROADACC,9,2022,0
91098,ROADACC,9,2021,1
91098,ROADACC,9,2020,0
91098,ROADACC,9,2019,2
91099,KILLINJ,F,2024,5
91099,KILLINJ,F,2023,2
91099,KILLINJ,F,2022,4
91099,KILLINJ,F,2021,0
91099,KILLINJ,F,2020,0
91099,KILLINJ,M,2024,1
91099,KILLINJ,M,2023,0
91099,KILLINJ,M,2022,1
91099,KILLINJ,M,2021,0
91099,KILLINJ,M,2020,0
91099,ROADACC,9,2024,6
91099,ROADACC,9,2023,2
91099,ROADACC,9,2022,5
91099,ROADACC,9,2021,0
91099,ROADACC,9,2020,0
91100,KILLINJ,F,2024,2
91100,KILLINJ,F,2023,1
91100,KILLINJ,F,2022,0
91100,KILLINJ,F,2021,0
91100,KILLINJ,F,2020,0
91100,KILLINJ,M,2024,0
91100,KILLINJ,M,2023,0
91100,KILLINJ,M,2022,0
91100,KILLINJ,M,2021,0
91100,KILLINJ,M,2020,0
91100,ROADACC,9,2024,2
91100,ROADACC,9,2023,1
91100,ROADACC,9,2022,0
91100,ROADACC,9,2021,0
91100,ROADACC,9,2020,0
91101,KILLINJ,F,2024,14
91101,KILLINJ,F,2023,8
91101,KILLINJ,F,2022,2
91101,KILLINJ,F,2021,3
91101,KILLINJ,F,2020,12
91101,KILLINJ,M,2024,0
91101,KILLINJ,M,2023,1
91101,KILLINJ,M,2022,0
91101,KILLINJ,M,2021,0
91101,KILLINJ,M,2020,0
91101,ROADACC,9,2024,12
91101,ROADACC,9,2023,7
91101,ROADACC,9,2022,2
91101,ROADACC,9,2021,3
91101,ROADACC,9,2020,9
91102,KILLINJ,F,2005,4
91102,KILLINJ,F,2004,0
91102,KILLINJ,F,2003,2
91102,KILLINJ,F,2002,4
91102,KILLINJ,F,2001,2
91102,KILLINJ,M,2005,0
91102,KILLINJ,M,2004,0
91102,KILLINJ,M,2003,0
91102,KILLINJ,M,2002,0
91102,KILLINJ,M,2001,0
91102,ROADACC,9,2005,2
91102,ROADACC,9,2004,0
91102,ROADACC,9,2003,1
91102,ROADACC,9,2002,4
91102,ROADACC,9,2001,1
91103,KILLINJ,F,2023,3
91103,KILLINJ,F,2022,9
91103,KILLINJ,F,2021,3
91103,KILLINJ,F,2020,8
91103,KILLINJ,F,2019,5
91103,KILLINJ,M,2023,0
91103,KILLINJ,M,2022,0
91103,KILLINJ,M,2021,0
91103,KILLINJ,M,2020,3
91103,KILLINJ,M,2019,0
91103,ROADACC,9,2023,2
91103,ROADACC,9,2022,4
91103,ROADACC,9,2021,2
91103,ROADACC,9,2020,5
91103,ROADACC,9,2019,4
91104,KILLINJ,F,2024,3
91104,KILLINJ,F,2023,0
91104,KILLINJ,F,2022,0
91104,KILLINJ,F,2021,0
91104,KILLINJ,F,2020,1
91104,KILLINJ,M,2024,0
91104,KILLINJ,M,2023,0
91104,KILLINJ,M,2022,0
91104,KILLINJ,M,2021,0
91104,KILLINJ,M,2020,0
91104,ROADACC,9,2024,2
91104,ROADACC,9,2023,0
91104,ROADACC,9,2022,0
91104,ROADACC,9,2021,0
91104,ROADACC,9,2020,1
92001,KILLINJ,F,2005,1
92001,KILLINJ,F,2004,9
92001,KILLINJ,F,2003,7
92001,KILLINJ,F,2002,17
92001,KILLINJ,F,2001,6
92001,KILLINJ,M,2005,0
92001,KILLINJ,M,2004,0
92001,KILLINJ,M,2003,1
92001,KILLINJ,M,2002,0
92001,KILLINJ,M,2001,2
92001,ROADACC,9,2005,1
92001,ROADACC,9,2004,6
92001,ROADACC,9,2003,6
92001,ROADACC,9,2002,5
92001,ROADACC,9,2001,5
92002,KILLINJ,F,2016,0
92002,KILLINJ,F,2015,0
92002,KILLINJ,F,2014,2
92002,KILLINJ,F,2013,0
92002,KILLINJ,F,2012,0
92002,KILLINJ,M,2016,0
92002,KILLINJ,M,2015,0
92002,KILLINJ,M,2014,0
92002,KILLINJ,M,2013,1
92002,KILLINJ,M,2012,0
92002,ROADACC,9,2016,0
92002,ROADACC,9,2015,0
92002,ROADACC,9,2014,1
92002,ROADACC,9,2013,1
92002,ROADACC,9,2012,0
92003,KILLINJ,F,2024,45
92003,KILLINJ,F,2023,52
92003,KILLINJ,F,2022,41
92003,KILLINJ,F,2021,51
92003,KILLINJ,F,2020,33
92003,KILLINJ,M,2024,1
92003,KILLINJ,M,2023,1
92003,KILLINJ,M,2022,1
92003,KILLINJ,M,2021,0
92003,KILLINJ,M,2020,1
92003,ROADACC,9,2024,39
92003,ROADACC,9,2023,40
92003,ROADACC,9,2022,33
92003,ROADACC,9,2021,29
92003,ROADACC,9,2020,27
92004,KILLINJ,F,2016,0
92004,KILLINJ,F,2015,0
92004,KILLINJ,F,2014,1
92004,KILLINJ,F,2013,1
92004,KILLINJ,F,2012,0
92004,KILLINJ,M,2016,0
92004,KILLINJ,M,2015,0
92004,KILLINJ,M,2014,0
92004,KILLINJ,M,2013,0
92004,KILLINJ,M,2012,0
92004,ROADACC,9,2016,0
92004,ROADACC,9,2015,0
92004,ROADACC,9,2014,1
92004,ROADACC,9,2013,1
92004,ROADACC,9,2012,0
92005,KILLINJ,F,2016,0
92005,KILLINJ,F,2015,5
92005,KILLINJ,F,2014,0
92005,KILLINJ,F,2013,0
92005,KILLINJ,F,2012,3
92005,KILLINJ,M,2016,0
92005,KILLINJ,M,2015,0
92005,KILLINJ,M,2014,0
92005,KILLINJ,M,2013,0
92005,KILLINJ,M,2012,0
92005,ROADACC,9,2016,0
92005,ROADACC,9,2015,3
92005,ROADACC,9,2014,0
92005,ROADACC,9,2013,0
92005,ROADACC,9,2012,1
92006,KILLINJ,F,2005,0
92006,KILLINJ,F,2004,0
92006,KILLINJ,F,2003,0
92006,KILLINJ,F,2002,0
92006,KILLINJ,F,2001,2
92006,KILLINJ,M,2005,0
92006,KILLINJ,M,2004,0
92006,KILLINJ,M,2003,0
92006,KILLINJ,M,2002,0
92006,KILLINJ,M,2001,2
92006,ROADACC,9,2005,0
92006,ROADACC,9,2004,0
92006,ROADACC,9,2003,0
92006,ROADACC,9,2002,0
92006,ROADACC,9,2001,2
92007,KILLINJ,F,2005,0
92007,KILLINJ,F,2004,0
92007,KILLINJ,F,2003,1
92007,KILLINJ,F,2002,1
92007,KILLINJ,F,2001,6
92007,KILLINJ,M,2005,0
92007,KILLINJ,M,2004,0
92007,KILLINJ,M,2003,1
92007,KILLINJ,M,2002,0
92007,KILLINJ,M,2001,0
92007,ROADACC,9,2005,0
92007,ROADACC,9,2004,0
92007,ROADACC,9,2003,2
92007,ROADACC,9,2002,1
92007,ROADACC,9,2001,3
92008,KILLINJ,F,2016,0
92008,KILLINJ,F,2015,3
92008,KILLINJ,F,2014,4
92008,KILLINJ,F,2013,6
92008,KILLINJ,F,2012,1
92008,KILLINJ,M,2016,0
92008,KILLINJ,M,2015,0
92008,KILLINJ,M,2014,0
92008,KILLINJ,M,2013,2
92008,KILLINJ,M,2012,0
92008,ROADACC,9,2016,0
92008,ROADACC,9,2015,3
92008,ROADACC,9,2014,3
92008,ROADACC,9,2013,5
92008,ROADACC,9,2012,1
92009,KILLINJ,F,2024,632
92009,KILLINJ,F,2023,574
92009,KILLINJ,F,2022,518
92009,KILLINJ,F,2021,530
92009,KILLINJ,F,2020,357
92009,KILLINJ,M,2024,10
92009,KILLINJ,M,2023,10
92009,KILLINJ,M,2022,8
92009,KILLINJ,M,2021,8
92009,KILLINJ,M,2020,7
92009,ROADACC,9,2024,520
92009,ROADACC,9,2023,457
92009,ROADACC,9,2022,451
92009,ROADACC,9,2021,427
92009,ROADACC,9,2020,300
92010,KILLINJ,F,2005,0
92010,KILLINJ,F,2004,0
92010,KILLINJ,F,2003,0
92010,KILLINJ,F,2002,1
92010,KILLINJ,F,2001,2
92010,KILLINJ,M,2005,0
92010,KILLINJ,M,2004,0
92010,KILLINJ,M,2003,0
92010,KILLINJ,M,2002,0
92010,KILLINJ,M,2001,0
92010,ROADACC,9,2005,0
92010,ROADACC,9,2004,0
92010,ROADACC,9,2003,0
92010,ROADACC,9,2002,1
92010,ROADACC,9,2001,1
92011,KILLINJ,F,2024,40
92011,KILLINJ,F,2023,33
92011,KILLINJ,F,2022,25
92011,KILLINJ,F,2021,17
92011,KILLINJ,F,2020,36
92011,KILLINJ,M,2024,1
92011,KILLINJ,M,2023,0
92011,KILLINJ,M,2022,2
92011,KILLINJ,M,2021,0
92011,KILLINJ,M,2020,0
92011,ROADACC,9,2024,28
92011,ROADACC,9,2023,23
92011,ROADACC,9,2022,19
92011,ROADACC,9,2021,15
92011,ROADACC,9,2020,22
92012,KILLINJ,F,2005,87
92012,KILLINJ,F,2004,72
92012,KILLINJ,F,2003,113
92012,KILLINJ,F,2002,66
92012,KILLINJ,F,2001,49
92012,KILLINJ,M,2005,4
92012,KILLINJ,M,2004,3
92012,KILLINJ,M,2003,3
92012,KILLINJ,M,2002,5
92012,KILLINJ,M,2001,0
92012,ROADACC,9,2005,55
92012,ROADACC,9,2004,45
92012,ROADACC,9,2003,69
92012,ROADACC,9,2002,38
92012,ROADACC,9,2001,35
92013,KILLINJ,F,2005,1
92013,KILLINJ,F,2004,0
92013,KILLINJ,F,2003,0
92013,KILLINJ,F,2002,0
92013,KILLINJ,F,2001,0
92013,KILLINJ,M,2005,0
92013,KILLINJ,M,2004,0
92013,KILLINJ,M,2003,0
92013,KILLINJ,M,2002,0
92013,KILLINJ,M,2001,0
92013,ROADACC,9,2005,1
92013,ROADACC,9,2004,0
92013,ROADACC,9,2003,0
92013,ROADACC,9,2002,0
92013,ROADACC,9,2001,0
92014,KILLINJ,F,2005,0
92014,KILLINJ,F,2004,0
92014,KILLINJ,F,2003,0
92014,KILLINJ,F,2002,0
92014,KILLINJ,F,2001,0
92014,KILLINJ,M,2005,0
92014,KILLINJ,M,2004,0
92014,KILLINJ,M,2003,0
92014,KILLINJ,M,2002,0
92014,KILLINJ,M,2001,0
92014,ROADACC,9,2005,0
92014,ROADACC,9,2004,0
92014,ROADACC,9,2003,0
92014,ROADACC,9,2002,0
92014,ROADACC,9,2001,0
92015,KILLINJ,F,2024,34
92015,KILLINJ,F,2023,37
92015,KILLINJ,F,2022,38
92015,KILLINJ,F,2021,7
92015,KILLINJ,F,2020,25
92015,KILLINJ,M,2024,1
92015,KILLINJ,M,2023,0
92015,KILLINJ,M,2022,1
92015,KILLINJ,M,2021,0
92015,KILLINJ,M,2020,5
92015,ROADACC,9,2024,19
92015,ROADACC,9,2023,19
92015,ROADACC,9,2022,22
92015,ROADACC,9,2021,6
92015,ROADACC,9,2020,13
92016,KILLINJ,F,2016,9
92016,KILLINJ,F,2015,3
92016,KILLINJ,F,2014,0
92016,KILLINJ,F,2013,1
92016,KILLINJ,F,2012,0
92016,KILLINJ,M,2016,0
92016,KILLINJ,M,2015,0
92016,KILLINJ,M,2014,0
92016,KILLINJ,M,2013,0
92016,KILLINJ,M,2012,0
92016,ROADACC,9,2016,5
92016,ROADACC,9,2015,1
92016,ROADACC,9,2014,0
92016,ROADACC,9,2013,1
92016,ROADACC,9,2012,0
92017,KILLINJ,F,2016,12
92017,KILLINJ,F,2015,5
92017,KILLINJ,F,2014,11
92017,KILLINJ,F,2013,11
92017,KILLINJ,F,2012,5
92017,KILLINJ,M,2016,0
92017,KILLINJ,M,2015,1
92017,KILLINJ,M,2014,0
92017,KILLINJ,M,2013,0
92017,KILLINJ,M,2012,0
92017,ROADACC,9,2016,9
92017,ROADACC,9,2015,3
92017,ROADACC,9,2014,9
92017,ROADACC,9,2013,8
92017,ROADACC,9,2012,4
92018,KILLINJ,F,2016,1
92018,KILLINJ,F,2015,2
92018,KILLINJ,F,2014,5
92018,KILLINJ,F,2013,4
92018,KILLINJ,F,2012,2
92018,KILLINJ,M,2016,1
92018,KILLINJ,M,2015,0
92018,KILLINJ,M,2014,0
92018,KILLINJ,M,2013,0
92018,KILLINJ,M,2012,0
92018,ROADACC,9,2016,2
92018,ROADACC,9,2015,1
92018,ROADACC,9,2014,3
92018,ROADACC,9,2013,2
92018,ROADACC,9,2012,2
92019,KILLINJ,F,2005,5
92019,KILLINJ,F,2004,7
92019,KILLINJ,F,2003,0
92019,KILLINJ,F,2002,0
92019,KILLINJ,F,2001,0
92019,KILLINJ,M,2005,0
92019,KILLINJ,M,2004,2
92019,KILLINJ,M,2003,0
92019,KILLINJ,M,2002,0
92019,KILLINJ,M,2001,0
92019,ROADACC,9,2005,2
92019,ROADACC,9,2004,5
92019,ROADACC,9,2003,0
92019,ROADACC,9,2002,0
92019,ROADACC,9,2001,0
92020,KILLINJ,F,2016,3
92020,KILLINJ,F,2015,6
92020,KILLINJ,F,2014,9
92020,KILLINJ,F,2013,5
92020,KILLINJ,F,2012,0
92020,KILLINJ,M,2016,0
92020,KILLINJ,M,2015,0
92020,KILLINJ,M,2014,0
92020,KILLINJ,M,2013,0
92020,KILLINJ,M,2012,0
92020,ROADACC,9,2016,2
92020,ROADACC,9,2015,4
92020,ROADACC,9,2014,5
92020,ROADACC,9,2013,3
92020,ROADACC,9,2012,0
92021,KILLINJ,F,2005,0
92021,KILLINJ,F,2004,0
92021,KILLINJ,F,2003,3
92021,KILLINJ,F,2002,9
92021,KILLINJ,F,2001,1
92021,KILLINJ,M,2005,0
92021,KILLINJ,M,2004,0
92021,KILLINJ,M,2003,0
92021,KILLINJ,M,2002,0
92021,KILLINJ,M,2001,0
92021,ROADACC,9,2005,0
92021,ROADACC,9,2004,0
92021,ROADACC,9,2003,3
92021,ROADACC,9,2002,3
92021,ROADACC,9,2001,1
92022,KILLINJ,F,2005,6
92022,KILLINJ,F,2004,0
92022,KILLINJ,F,2003,3
92022,KILLINJ,F,2002,6
92022,KILLINJ,F,2001,6
92022,KILLINJ,M,2005,0
92022,KILLINJ,M,2004,0
92022,KILLINJ,M,2003,2
92022,KILLINJ,M,2002,1
92022,KILLINJ,M,2001,1
92022,ROADACC,9,2005,3
92022,ROADACC,9,2004,0
92022,ROADACC,9,2003,2
92022,ROADACC,9,2002,2
92022,ROADACC,9,2001,3
92023,KILLINJ,F,2005,0
92023,KILLINJ,F,2004,0
92023,KILLINJ,F,2003,0
92023,KILLINJ,F,2002,0
92023,KILLINJ,F,2001,0
92023,KILLINJ,M,2005,0
92023,KILLINJ,M,2004,0
92023,KILLINJ,M,2003,0
92023,KILLINJ,M,2002,0
92023,KILLINJ,M,2001,0
92023,ROADACC,9,2005,0
92023,ROADACC,9,2004,0
92023,ROADACC,9,2003,0
92023,ROADACC,9,2002,0
92023,ROADACC,9,2001,0
92024,KILLINJ,F,2016,0
92024,KILLINJ,F,2015,0
92024,KILLINJ,F,2014,0
92024,KILLINJ,F,2013,0
92024,KILLINJ,F,2012,0
92024,KILLINJ,M,2016,0
92024,KILLINJ,M,2015,0
92024,KILLINJ,M,2014,0
92024,KILLINJ,M,2013,0
92024,KILLINJ,M,2012,0
92024,ROADACC,9,2016,0
92024,ROADACC,9,2015,0
92024,ROADACC,9,2014,0
92024,ROADACC,9,2013,0
92024,ROADACC,9,2012,0
92025,KILLINJ,F,2005,2
92025,KILLINJ,F,2004,3
92025,KILLINJ,F,2003,6
92025,KILLINJ,F,2002,0
92025,KILLINJ,F,2001,2
92025,KILLINJ,M,2005,0
92025,KILLINJ,M,2004,0
92025,KILLINJ,M,2003,0
92025,KILLINJ,M,2002,0
92025,KILLINJ,M,2001,0
92025,ROADACC,9,2005,2
92025,ROADACC,9,2004,2
92025,ROADACC,9,2003,1
92025,ROADACC,9,2002,0
92025,ROADACC,9,2001,1
92026,KILLINJ,F,2005,0
92026,KILLINJ,F,2004,0
92026,KILLINJ,F,2003,5
92026,KILLINJ,F,2002,2
92026,KILLINJ,F,2001,0
92026,KILLINJ,M,2005,1
92026,KILLINJ,M,2004,0
92026,KILLINJ,M,2003,0
92026,KILLINJ,M,2002,0
92026,KILLINJ,M,2001,0
92026,ROADACC,9,2005,1
92026,ROADACC,9,2004,0
92026,ROADACC,9,2003,2
92026,ROADACC,9,2002,2
92026,ROADACC,9,2001,0
92027,KILLINJ,F,2016,0
92027,KILLINJ,F,2015,0
92027,KILLINJ,F,2014,2
92027,KILLINJ,F,2013,0
92027,KILLINJ,F,2012,0
92027,KILLINJ,M,2016,0
92027,KILLINJ,M,2015,0
92027,KILLINJ,M,2014,0
92027,KILLINJ,M,2013,0
92027,KILLINJ,M,2012,0
92027,ROADACC,9,2016,0
92027,ROADACC,9,2015,0
92027,ROADACC,9,2014,1
92027,ROADACC,9,2013,0
92027,ROADACC,9,2012,0
92028,KILLINJ,F,2005,6
92028,KILLINJ,F,2004,11
92028,KILLINJ,F,2003,29
92028,KILLINJ,F,2002,29
92028,KILLINJ,F,2001,6
92028,KILLINJ,M,2005,0
92028,KILLINJ,M,2004,1
92028,KILLINJ,M,2003,0
92028,KILLINJ,M,2002,2
92028,KILLINJ,M,2001,1
92028,ROADACC,9,2005,1
92028,ROADACC,9,2004,7
92028,ROADACC,9,2003,15
92028,ROADACC,9,2002,15
92028,ROADACC,9,2001,5
92029,KILLINJ,F,2005,5
92029,KILLINJ,F,2004,0
92029,KILLINJ,F,2003,0
